K,tau,theta,converged_K,converged_tau,converged_theta,final objective,solver termination,solve_time
0.8440331482302446,189.558717257209,21.955890913759667,0.7699515583160026,165.72800240392044,16.00475187870712,431.8083771977469,optimal,0.9360551834106445
0.7305602771312528,176.17878444876064,19.162869505943554,0.7699515583160028,165.7280024039204,16.00475187870712,431.8083771977475,optimal,0.8403439521789551
0.9192622978207228,147.6204078875826,22.39182414235128,0.7699515583160026,165.7280024039204,16.004751878707122,431.80837719774826,optimal,1.1914880275726318
0.6892312585415823,173.1079114038868,26.994264300400534,0.7699515583160027,165.72800240392044,16.00475187870712,431.8083771977463,optimal,1.1528630256652832
0.8149335771597683,168.95716048707803,12.406042093844045,0.7699515583160028,165.72800240392047,16.004751878707115,431.8083771977481,optimal,1.1202161312103271
0.7210174042746952,143.46101668876062,14.486148674988298,0.769951558316003,165.72800240392053,16.00475187870711,431.80837719774865,optimal,0.8410172462463379
0.7858836898614533,164.90677580723684,25.821458232159014,0.7699515583160026,165.72800240392044,16.004751878707115,431.80837719774627,optimal,1.016362190246582
0.8746223263604793,156.01904123866433,10.171935106653194,0.7699515583160026,165.7280024039204,16.004751878707115,431.80837719774746,optimal,0.9883131980895996
0.8497235874976085,150.35431411070624,16.53742893886624,0.7699515583160028,165.7280024039205,16.00475187870711,431.808377197747,optimal,1.1071159839630127
0.7621584693097906,181.6465660160417,28.597889817648635,0.7699515583160027,165.7280024039204,16.004751878707115,431.8083771977478,optimal,0.8849167823791504
