Ua,Cp,theta,converged_Ua,converged_Cp,converged_theta,final objective,solver termination,solve_time
0.01652938375515746,8.826566599271416,220545.43120263433,0.04339397395467842,3.918312858909408,9985449.849463582,47314.28829548957,optimal,0.6151249408721924
0.08933228529799411,76.42454678167688,4185652.4702828163,0.04339397395468496,3.918312858908655,9984754.379239414,47314.28829548959,optimal,0.6551201343536377
0.003074728342731344,47.59236632992594,8040879.288243802,0.043393973954684965,3.918312858908655,9984754.391210048,47314.28829548954,optimal,0.6876089572906494
0.061536807379179874,37.84239350454501,5028678.497997834,0.043393973954685056,3.9183128589086493,9984748.706902208,47314.28829548967,optimal,0.6985030174255371
0.03777738406668067,20.857581690536787,7969789.530779976,0.043393973954680636,3.9183128589091614,9985266.125303917,47314.288295489525,optimal,0.7161457538604736
0.029094857913948453,30.78035842812541,7569256.625058754,0.04339397395468497,3.9183128589086533,9984754.413729308,47314.28829548956,optimal,0.6851038932800293
0.058818370731022265,1.8654652104244245,892708.8392058394,0.04339397395467824,3.9183128589094287,9985484.41967223,47314.28829548957,optimal,0.6341381072998047
0.08907374942826815,79.61937903496134,9140324.466734111,0.043393973954684965,3.9183128589086564,9984754.402112238,47314.288295489554,optimal,0.8454649448394775
0.09281845724277749,92.91378864869718,7312855.30566908,0.04339397395468497,3.9183128589086533,9984754.398861183,47314.28829548954,optimal,0.7205870151519775
0.05767346781209385,67.06900899236909,7010550.91175712,0.04339397395468496,3.918312858908654,9984754.379365359,47314.28829548959,optimal,0.5754961967468262
