Ua,Cp,theta,converged_Ua,converged_Cp,converged_theta,final objective,solver termination,solve_time
0.043669429019187044,9.947046070865081,21.955890913759667,0.04157920308699403,6.862736175595929,16.03482941806537,465.1513760584068,optimal,0.6428630352020264
0.0342133564276044,8.341454133851277,19.162869505943554,0.04157920308699404,6.862736175595928,16.034829418065375,465.1513760584081,optimal,0.6327428817749023
0.04993852481839356,4.91444894650991,22.39182414235128,0.04157920308699404,6.862736175595929,16.034829418065378,465.15137605840687,optimal,0.663578987121582
0.030769271545131854,7.9729493684664146,26.994264300400534,0.041579203086994046,6.862736175595929,16.034829418065375,465.15137605840687,optimal,0.7389430999755859
0.041244464763314025,7.474859258449364,12.406042093844045,0.04157920308699403,6.862736175595929,16.034829418065375,465.15137605840727,optimal,0.6538698673248291
0.03341811702289126,4.415322002651274,14.486148674988298,0.04157920308699404,6.862736175595928,16.034829418065378,465.1513760584056,optimal,0.7149240970611572
0.03882364082178777,6.988813096868422,25.821458232159014,0.04157920308699404,6.862736175595928,16.034829418065375,465.151376058407,optimal,0.7821409702301025
0.046218527196706605,5.922284948639718,10.171935106653194,0.04157920308699403,6.862736175595929,16.034829418065367,465.1513760584075,optimal,0.81569504737854
0.044143632291467366,5.24251769328475,16.53742893886624,0.04157920308699403,6.862736175595928,16.034829418065375,465.1513760584065,optimal,0.5790088176727295
0.036846539109149215,8.997587921925005,28.597889817648635,0.04157920308699404,6.862736175595928,16.034829418065378,465.1513760584058,optimal,0.7037758827209473
