dataset_key,delay_order,theta,best_K,best_tau,best_sse
step,3,10.0,0.8125,186.66666666666669,758.4829860315655
step,3,15.0,0.8125,186.66666666666669,758.4829860315655
step,3,20.0,0.8125,186.66666666666669,758.4829860315655
step,3,25.0,0.8125,186.66666666666669,758.4829860315655
step,3,30.0,0.8125,186.66666666666669,758.4829860315655
