dataset_key,dataset_label,delay_order,K,tau,theta,sse
sine,Sine Wave Test for Heater 1,3,0.5,120.0,10.0,113462.5823200241
sine,Sine Wave Test for Heater 1,3,0.5,120.0,10.833333333333334,112909.20546874996
sine,Sine Wave Test for Heater 1,3,0.5,120.0,11.666666666666666,112383.06020383813
sine,Sine Wave Test for Heater 1,3,0.5,120.0,12.5,111884.28124062034
sine,Sine Wave Test for Heater 1,3,0.5,120.0,13.333333333333334,111412.97341826513
sine,Sine Wave Test for Heater 1,3,0.5,120.0,14.166666666666668,110969.21187654287
sine,Sine Wave Test for Heater 1,3,0.5,120.0,15.0,110553.0422780634
sine,Sine Wave Test for Heater 1,3,0.5,120.0,15.833333333333334,110164.48107446302
sine,Sine Wave Test for Heater 1,3,0.5,120.0,16.666666666666668,109803.51581612567
sine,Sine Wave Test for Heater 1,3,0.5,120.0,17.5,109470.10550547621
sine,Sine Wave Test for Heater 1,3,0.5,120.0,18.333333333333336,109164.1809939312
sine,Sine Wave Test for Heater 1,3,0.5,120.0,19.166666666666668,108885.6454223771
sine,Sine Wave Test for Heater 1,3,0.5,120.0,20.0,108634.37470475923
sine,Sine Wave Test for Heater 1,3,0.5,120.0,20.833333333333336,108410.21805398878
sine,Sine Wave Test for Heater 1,3,0.5,120.0,21.666666666666668,108212.99854907993
sine,Sine Wave Test for Heater 1,3,0.5,120.0,22.5,108042.51374209547
sine,Sine Wave Test for Heater 1,3,0.5,120.0,23.333333333333336,107898.53630325614
sine,Sine Wave Test for Heater 1,3,0.5,120.0,24.166666666666668,107780.81470234253
sine,Sine Wave Test for Heater 1,3,0.5,120.0,25.0,107689.07392435617
sine,Sine Wave Test for Heater 1,3,0.5,120.0,25.833333333333336,107623.01621728163
sine,Sine Wave Test for Heater 1,3,0.5,120.0,26.666666666666668,107582.32186968294
sine,Sine Wave Test for Heater 1,3,0.5,120.0,27.5,107566.65001579854
sine,Sine Wave Test for Heater 1,3,0.5,120.0,28.333333333333336,107575.63946574513
sine,Sine Wave Test for Heater 1,3,0.5,120.0,29.166666666666668,107608.90955839581
sine,Sine Wave Test for Heater 1,3,0.5,120.0,30.0,107666.0610344841
sine,Sine Wave Test for Heater 1,3,0.5,123.33333333333333,10.0,114491.54873203313
sine,Sine Wave Test for Heater 1,3,0.5,123.33333333333333,10.833333333333334,113966.03292687466
sine,Sine Wave Test for Heater 1,3,0.5,123.33333333333333,11.666666666666666,113467.37340475454
sine,Sine Wave Test for Heater 1,3,0.5,123.33333333333333,12.5,112995.688464007
sine,Sine Wave Test for Heater 1,3,0.5,123.33333333333333,13.333333333333334,112551.06713356187
sine,Sine Wave Test for Heater 1,3,0.5,123.33333333333333,14.166666666666668,112133.56936570769
sine,Sine Wave Test for Heater 1,3,0.5,123.33333333333333,15.0,111743.22627326778
sine,Sine Wave Test for Heater 1,3,0.5,123.33333333333333,15.833333333333334,111380.04040967749
sine,Sine Wave Test for Heater 1,3,0.5,123.33333333333333,16.666666666666668,111043.98609150713
sine,Sine Wave Test for Heater 1,3,0.5,123.33333333333333,17.5,110735.00976340564
sine,Sine Wave Test for Heater 1,3,0.5,123.33333333333333,18.333333333333336,110453.03040547503
sine,Sine Wave Test for Heater 1,3,0.5,123.33333333333333,19.166666666666668,110197.93998288657
