dataset_key,delay_order,theta,best_K,best_tau,best_sse
step,2,10.0,0.8125,186.66666666666669,758.4829860315655
step,2,15.0,0.8125,186.66666666666669,758.4829860315655
step,2,20.0,0.8125,186.66666666666669,758.4829860315655
step,2,25.0,0.8125,186.66666666666669,758.4829860315655
step,2,30.0,0.8125,186.66666666666669,758.4829860315655
