variant,delay_order,parameterization,objective,rmse,mae,fit_Ua,alt_Ua,fit_Cp,alt_Cp,fit_K,alt_K,fit_tau,alt_tau,fit_theta,alt_theta
reformulated,2,io,SSE,0.7647764248773957,0.5626785845840568,,0.04107625151879117,,6.875969120146395,0.7790389535754242,,167.39524338049304,,15.54680648936162,15.54680648936162
